month,gen_type,year,thermal_efficiency-Weighted_average_across_all_bogens,boiler_efficiency,CD/MWh-Weighted_average_across_all_bogens,date
January,gas^NGCC,2008,0.4552060207937656,0.0,2.4347388150928753,2008-01-01
February,gas^NGCC,2008,0.45427135656210504,0.0,2.4467684667730687,2008-02-01
March,gas^NGCC,2008,0.45087264658448695,0.0,2.4909323573662148,2008-03-01
April,gas^NGCC,2008,0.4526736620089917,0.0,2.4674469474428404,2008-04-01
May,gas^NGCC,2008,0.447439960868595,0.0,2.536218788490519,2008-05-01
June,gas^NGCC,2008,0.4456161760681102,0.0,2.5605631340457,2008-06-01
July,gas^NGCC,2008,0.44790462642854184,0.0,2.5300479563706992,2008-07-01
August,gas^NGCC,2008,0.45338124951956016,0.0,2.4582709126353945,2008-08-01
September,gas^NGCC,2008,0.45376597389544077,0.0,2.4532938824571318,2008-09-01
October,gas^NGCC,2008,0.455615003362353,0.0,2.4294906435043093,2008-10-01
November,gas^NGCC,2008,0.4563663364040119,0.0,2.419873601554585,2008-11-01
December,gas^NGCC,2008,0.45421335557624626,0.0,2.4475166300482547,2008-12-01
January,gas^NGCC,2009,0.45010571057030796,0.0,2.500990377014514,2009-01-01
February,gas^NGCC,2009,0.45822800049848067,0.0,2.3961801070204816,2009-02-01
March,gas^NGCC,2009,0.4570679901767033,0.0,2.4109209185661302,2009-03-01
April,gas^NGCC,2009,0.45865483237456306,0.0,2.3907749557033826,2009-04-01
May,gas^NGCC,2009,0.45230795213764535,0.0,2.4722006308126097,2009-05-01
June,gas^NGCC,2009,0.45534409319385794,0.0,2.4329661204902333,2009-06-01
July,gas^NGCC,2009,0.4530682064750623,0.0,2.462326808547353,2009-07-01
August,gas^NGCC,2009,0.45288416897786327,0.0,2.464714137460738,2009-08-01
September,gas^NGCC,2009,0.4564667073712304,0.0,2.4185912116921666,2009-09-01
October,gas^NGCC,2009,0.45320997947293196,0.0,2.4604892292553577,2009-10-01
November,gas^NGCC,2009,0.45702207516271304,0.0,2.41150580656377,2009-11-01
December,gas^NGCC,2009,0.45529745317881276,0.0,2.4335647021716094,2009-12-01
January,gas^NGCC,2010,0.4548564870545136,0.0,2.4392318352766202,2010-01-01
February,gas^NGCC,2010,0.45763168234476825,0.0,2.4037485226309365,2010-02-01
March,gas^NGCC,2010,0.4595469655640343,0.0,2.3795096706751315,2010-03-01
April,gas^NGCC,2010,0.4545634027564538,0.0,2.4430043972792457,2010-04-01
May,gas^NGCC,2010,0.4474339319719033,0.0,2.536298860797924,2010-05-01
June,gas^NGCC,2010,0.45209365373159727,0.0,2.4749899068674113,2010-06-01
July,gas^NGCC,2010,0.45007732669950756,0.0,2.501363270799837,2010-07-01
August,gas^NGCC,2010,0.45249743553332744,0.0,2.4697365759085295,2010-08-01
September,gas^NGCC,2010,0.456462232825153,0.0,2.418648470876757,2010-09-01
October,gas^NGCC,2010,0.45879208390700776,0.0,2.389038923793934,2010-10-01
November,gas^NGCC,2010,0.4619773515668804,0.0,2.3490417102496597,2010-11-01
December,gas^NGCC,2010,0.4565305979813774,0.0,2.4177752281173497,2010-12-01
January,gas^NGCC,2011,0.45769730573865064,0.0,2.402914584640384,2011-01-01
February,gas^NGCC,2011,0.4529015609365156,0.0,2.4644885540108286,2011-02-01
March,gas^NGCC,2011,0.4588612046164556,0.0,2.3881651048453505,2011-03-01
April,gas^NGCC,2011,0.4566669002174316,0.0,2.416035215603874,2011-04-01
May,gas^NGCC,2011,0.45198255906819534,0.0,2.4764368207273595,2011-05-01
June,gas^NGCC,2011,0.449318977121262,0.0,2.5113436880420092,2011-06-01
July,gas^NGCC,2011,0.45034771756224906,0.0,2.497812886472369,2011-07-01
August,gas^NGCC,2011,0.4558476795273842,0.0,2.4265090413332455,2011-08-01
September,gas^NGCC,2011,0.4587603373317371,0.0,2.38944033308899,2011-09-01
October,gas^NGCC,2011,0.4585092680771631,0.0,2.3926170650702256,2011-10-01
November,gas^NGCC,2011,0.4618962418786609,0.0,2.350053330101351,2011-11-01
December,gas^NGCC,2011,0.46190961321678065,0.0,2.349886536339517,2011-12-01
January,gas^NGCC,2012,0.4641840475437268,0.0,2.3216540498055127,2012-01-01
February,gas^NGCC,2012,0.4671201541868921,0.0,2.285615083885909,2012-02-01
March,gas^NGCC,2012,0.46419407218857317,0.0,2.321530179376636,2012-03-01
April,gas^NGCC,2012,0.4621708241713457,0.0,2.3466299936045583,2012-04-01
May,gas^NGCC,2012,0.4609528188584373,0.0,2.361846332868171,2012-05-01
June,gas^NGCC,2012,0.45886422437910424,0.0,2.3881268801493745,2012-06-01
July,gas^NGCC,2012,0.45776049032812616,0.0,2.402111866793371,2012-07-01
August,gas^NGCC,2012,0.45897509275777926,0.0,2.3867259500269338,2012-08-01
September,gas^NGCC,2012,0.45927676085092756,0.0,2.382917163520336,2012-09-01
October,gas^NGCC,2012,0.4607975846689445,0.0,2.363791458509461,2012-10-01
November,gas^NGCC,2012,0.46223775527753375,0.0,2.3457960258829904,2012-11-01
December,gas^NGCC,2012,0.4619896197457518,0.0,2.3488887467272312,2012-12-01
January,gas^NGCC,2013,0.46322554436659724,0.0,2.333518126885545,2013-01-01
February,gas^NGCC,2013,0.46757919242371987,0.0,2.280021341844839,2013-02-01
March,gas^NGCC,2013,0.46471763372458275,0.0,2.315070677480545,2013-03-01
April,gas^NGCC,2013,0.4616895635763025,0.0,2.3526328965080885,2013-04-01
May,gas^NGCC,2013,0.4586520809098262,0.0,2.3908095785968895,2013-05-01
June,gas^NGCC,2013,0.4611693923348393,0.0,2.3591349031994744,2013-06-01
July,gas^NGCC,2013,0.4589030515800602,0.0,2.387636162425644,2013-07-01
August,gas^NGCC,2013,0.46153638245087225,0.0,2.3545459098088286,2013-08-01
September,gas^NGCC,2013,0.46153764787177104,0.0,2.3545279002295874,2013-09-01
October,gas^NGCC,2013,0.4634355808237211,0.0,2.3309141403593556,2013-10-01
November,gas^NGCC,2013,0.4628705172822767,0.0,2.337925038135282,2013-11-01
December,gas^NGCC,2013,0.45960963344414824,0.0,2.3787201278830086,2013-12-01
January,gas^NGCC,2014,0.4596512421864975,0.0,2.3781959266911548,2014-01-01
February,gas^NGCC,2014,0.45653152053710605,0.0,2.417763550478388,2014-02-01
March,gas^NGCC,2014,0.4603842004568187,0.0,2.368977539116963,2014-03-01
April,gas^NGCC,2014,0.4607145059942347,0.0,2.3648329545029005,2014-04-01
May,gas^NGCC,2014,0.45946255139852465,0.0,2.3805739002704565,2014-05-01
June,gas^NGCC,2014,0.45902566296851743,0.0,2.3860871604846636,2014-06-01
July,gas^NGCC,2014,0.4601939650615013,0.0,2.3713673465241856,2014-07-01
August,gas^NGCC,2014,0.46155055215244045,0.0,2.3543690153390715,2014-08-01
September,gas^NGCC,2014,0.46150088569725556,0.0,2.3549895659666267,2014-09-01
October,gas^NGCC,2014,0.46311391171936883,0.0,2.33490310413065,2014-10-01
November,gas^NGCC,2014,0.4629862203358504,0.0,2.3364880324710784,2014-11-01
December,gas^NGCC,2014,0.4642826133038599,0.0,2.320436937698993,2014-12-01
January,gas^NGCC,2015,0.4689971634851293,0.0,2.262812079256766,2015-01-01
February,gas^NGCC,2015,0.4658082269679839,0.0,2.301661926820587,2015-02-01
March,gas^NGCC,2015,0.4665032962450692,0.0,2.2931488594841483,2015-03-01
April,gas^NGCC,2015,0.46729782786622387,0.0,2.2834486478670666,2015-04-01
May,gas^NGCC,2015,0.46358761815967725,0.0,2.3290307883671555,2015-05-01
June,gas^NGCC,2015,0.4623623148004134,0.0,2.3442450528005323,2015-06-01
July,gas^NGCC,2015,0.4620312215850053,0.0,2.3483699257220936,2015-07-01
August,gas^NGCC,2015,0.46234098272774726,0.0,2.3445105637142403,2015-08-01
September,gas^NGCC,2015,0.4641041053505459,0.0,2.322641735359114,2015-09-01
October,gas^NGCC,2015,0.46724671969283615,0.0,2.2840716515289863,2015-10-01
November,gas^NGCC,2015,0.4648877614335981,0.0,2.312974880367189,2015-11-01
December,gas^NGCC,2015,0.4668394252421492,0.0,2.289041084542626,2015-12-01
January,gas^NGCC,2016,0.46870193439141905,0.0,2.26638656025357,2016-01-01
February,gas^NGCC,2016,0.46816581677413804,0.0,2.272889012003617,2016-02-01
March,gas^NGCC,2016,0.46582855144064,0.0,2.3014126796767465,2016-03-01
April,gas^NGCC,2016,0.46414599884068497,0.0,2.3221239739703687,2016-04-01
May,gas^NGCC,2016,0.46404872960862287,0.0,2.3233261324570607,2016-05-01
June,gas^NGCC,2016,0.4653821524308011,0.0,2.3068930415453197,2016-06-01
July,gas^NGCC,2016,0.464478434259401,0.0,2.3180200936469215,2016-07-01
August,gas^NGCC,2016,0.4650637420901969,0.0,2.310808552515728,2016-08-01
September,gas^NGCC,2016,0.4673525771822207,0.0,2.282781455683767,2016-09-01
October,gas^NGCC,2016,0.46513451355128227,0.0,2.3099379268589075,2016-10-01
November,gas^NGCC,2016,0.4677267344079598,0.0,2.278225921504815,2016-11-01
December,gas^NGCC,2016,0.4704334366786826,0.0,2.245486494567644,2016-12-01
January,gas^NGCC,2017,0.46832370035817833,0.0,2.2709724709012207,2017-01-01
February,gas^NGCC,2017,0.4705525794788005,0.0,2.244053924744359,2017-02-01
March,gas^NGCC,2017,0.4678848147959792,0.0,2.2763032770239877,2017-03-01
April,gas^NGCC,2017,0.46449180309388866,0.0,2.317855046954588,2017-04-01
May,gas^NGCC,2017,0.46567869829256914,0.0,2.3032511967172398,2017-05-01
June,gas^NGCC,2017,0.4623541670193622,0.0,2.344346584708267,2017-06-01
July,gas^NGCC,2017,0.4599387007806243,0.0,2.374577218801972,2017-07-01
August,gas^NGCC,2017,0.46410663346662745,0.0,2.3226105405768203,2017-08-01
September,gas^NGCC,2017,0.4634584300548781,0.0,2.330630888050325,2017-09-01
October,gas^NGCC,2017,0.4639840039462796,0.0,2.3241260685044254,2017-10-01
November,gas^NGCC,2017,0.4687023717742495,0.0,2.2663811267511313,2017-11-01
December,gas^NGCC,2017,0.46840134544146256,0.0,2.2700305265406215,2017-12-01
January,gas^NGCC,2018,0.46520007805048824,0.0,2.3091313013420804,2018-01-01
February,gas^NGCC,2018,0.4725119319225511,0.0,2.2206001316741775,2018-02-01
March,gas^NGCC,2018,0.471707012107027,0.0,2.2302115421715336,2018-03-01
April,gas^NGCC,2018,0.47017845972021566,0.0,2.248554569612436,2018-04-01
May,gas^NGCC,2018,0.46540520484836256,0.0,2.306609890064055,2018-05-01
June,gas^NGCC,2018,0.4685918009062717,0.0,2.267721021712476,2018-06-01
July,gas^NGCC,2018,0.4670400341936797,0.0,2.2865923718020866,2018-07-01
August,gas^NGCC,2018,0.4671875814168302,0.0,2.2847925690553326,2018-08-01
September,gas^NGCC,2018,0.46767811151691424,0.0,2.2788174410648656,2018-09-01
October,gas^NGCC,2018,0.46932745008593246,0.0,2.25881852724225,2018-10-01
November,gas^NGCC,2018,0.47155805523309385,0.0,2.2319937382463384,2018-11-01
December,gas^NGCC,2018,0.47216609628762524,0.0,2.2247257396972517,2018-12-01
January,gas^NGCC,2019,0.46994771647868205,0.0,2.251333638958035,2019-01-01
February,gas^NGCC,2019,0.47571314574415874,0.0,2.1826968480239124,2019-02-01
March,gas^NGCC,2019,0.474332005561628,0.0,2.198987155975352,2019-03-01
April,gas^NGCC,2019,0.47312476623224475,0.0,2.213304367673048,2019-04-01
May,gas^NGCC,2019,0.47056878012182224,0.0,2.24385931025022,2019-05-01
June,gas^NGCC,2019,0.4688537503346657,0.0,2.2645480103934155,2019-06-01
July,gas^NGCC,2019,0.46753612494321073,0.0,2.280545742386538,2019-07-01
August,gas^NGCC,2019,0.4694946243580905,0.0,2.2567992740403855,2019-08-01
September,gas^NGCC,2019,0.46964853595494843,0.0,2.2549414613968524,2019-09-01
October,gas^NGCC,2019,0.47038628661307674,0.0,2.2460535510091773,2019-10-01
November,gas^NGCC,2019,0.4752728544409428,0.0,2.187879632292977,2019-11-01
December,gas^NGCC,2019,0.4754587030460718,0.0,2.1856907247872503,2019-12-01
January,gas^NGCC,2020,0.4742322014990108,0.0,2.200167873179689,2020-01-01
February,gas^NGCC,2020,0.47648546780300405,0.0,2.1736284336124885,2020-02-01
March,gas^NGCC,2020,0.47316510719432114,0.0,2.212824548647785,2020-03-01
April,gas^NGCC,2020,0.4725732853520423,0.0,2.2198687338660332,2020-04-01
May,gas^NGCC,2020,0.47077085387108036,0.0,2.2414314005162974,2020-05-01
June,gas^NGCC,2020,0.4699655515328369,0.0,2.2511187284648098,2020-06-01
July,gas^NGCC,2020,0.46991580604684535,0.0,2.2517182899048094,2020-07-01
August,gas^NGCC,2020,0.4694035845984469,0.0,2.2578986265187995,2020-08-01
September,gas^NGCC,2020,0.4715891305177536,0.0,2.2316220644353777,2020-09-01
October,gas^NGCC,2020,0.47316735985595926,0.0,2.2127978688046683,2020-10-01
November,gas^NGCC,2020,0.4727036876569416,0.0,2.218315269362183,2020-11-01
December,gas^NGCC,2020,0.47720270204127585,0.0,2.1652332594018766,2020-12-01
