"Plant design conditions from EIA 860 report. User parameters (Min T,Min approach, and Max approach) specifies consitions used in model calculations",,,,,,,,,,,,
10764,83,0,67.60083609,61.29106111,30.49,,,,,,,
10765,148,0,80.72656069,72.27343931,30.49,,,,,,,
10766,229,0,80.76585123,72.23414877,30.49,,,,,,,
10767,301,0,96.02376253,72.0951106,30.49,,,,,,,
10768,728.71,0,93.84013188,70.38922461,30.49,,,,,,,
10769,637,0,94.54666413,70.90562945,30.49,,,,,,,
10771,48,0,87.63851696,78.21287247,30.49,,,,,,,
10772,142,0,94,70.26019948,30.49,,,,,,,
10773,547,0,86.23819288,75.71917899,30.49,,,,,,,
10774,18,0,87.35536046,78.67768023,30.49,,,,,,,
10777,4035,0,86.26811,63.85393595,30.49,,,,,,,
10784,3247,0,85.30905475,66.03240764,30.49,,,,,,,
10802,96,0,84.22848076,74.95311926,30.49,,,,,,,
10805,97,0,85.82941953,76.20751605,30.49,,,,,,,
10811,12,0,78.6497774,71.31982421,30.49,,,,,,,
10812,18,0,78.43353249,71.27812282,30.49,,,,,,,
10819,631,0,82.76401839,74.88200919,30.49,,,,,,,
10822,1255,0,81.42078661,72.71437911,30.49,,,,,,,
10836,38,0,93.63190937,70,30.49,,,,,,,
10837,163,0,95.76091689,72.04768035,30.49,,,,,,,
10838,1152,0,81.86982048,72.67689107,30.49,,,,,,,
10839,1065,0,80.37292672,72,30.49,,,,,,,
10840,320,0,95.67340773,71.48329445,30.49,,,,,,,
10850,2425,0,94.17312354,68.54993647,30.49,,,,,,,
10869,1321,0,88.50105664,65.87333982,30.49,,,,,,,
10873,4268,0,94.25860634,69.48793165,30.49,,,,,,,
10874,3975,0,95.64825026,70.59300105,30.49,,,,,,,
10875,4060,0,95.64666388,70.58665553,30.49,,,,,,,
10878,-230,0,93.47235006,77.15583081,30.49,,,,,,,
10879,-230,0,93.47591154,77.15844812,30.49,,,,,,,
50002,1018,0,83.19175814,74.28224196,30.49,,,,,,,
50066,3551,0,92.93816155,69.62943188,30.49,,,,,,,
50071,17,0,86.27864089,79.19402749,30.49,,,,,,,
50099,4162,0,89.97235227,65.95198655,30.49,,,,,,,
50109,523,0,90.31780392,78.3377289,30.49,,,,,,,
50127,1024,0,91.63451792,76.76330695,30.49,,,,,,,
50201,2142,0,84.88779733,75.25853155,30.49,,,,,,,
50202,592,0,81.52253516,73.65921816,30.49,,,,,,,
50208,1055,0,80.38770105,72,30.49,,,,,,,
50210,-219,0,93.52950858,77.1890206,30.49,,,,,,,
50215,498,0,85.32806487,76.32806487,30.49,,,,,,,
50225,41,0,80.06258853,72.03201969,30.49,,,,,,,
50271,47,0,87.45769003,79.28067587,30.49,,,,,,,
50273,62,0,83.34522807,74.23340358,30.49,,,,,,,
50277,1199,0,80.17092139,72.17092139,30.49,,,,,,,
50279,928,0,81.14078218,72.98085143,30.49,,,,,,,
50292,115,0,82.6158221,75.69684682,30.49,,,,,,,
50293,94,0,93.71917734,70.41074118,30.49,,,,,,,
50385,10,0,85.85853194,76.16882343,30.49,,,,,,,
50407,22,0,88,79.32092519,30.49,,,,,,,
50431,870,0,84,75.37092716,30.49,,,,,,,
50451,596,0,80.42784565,72.90415868,30.49,,,,,,,
50458,518,0,81.90009224,73.90009224,30.49,,,,,,,
50472,581,0,81.51643508,73.65472928,30.49,,,,,,,
50497,7,0,85.80102501,76.18533304,30.49,,,,,,,
50541,10,0,82.07068959,70.95757919,30.49,,,,,,,
50555,168,0,87.3005148,77.9753691,30.49,,,,,,,
50558,1246,0,89.29407798,76.18082057,30.49,,,,,,,
50561,13,0,85.67969564,76.67969564,30.49,,,,,,,
50572,10,0,85.67969564,76.67969564,30.49,,,,,,,
50611,1284,0,83.85689283,75.14097418,30.49,,,,,,,
50629,100,0,87.26272429,79.26272429,30.49,,,,,,,
50630,186,0,84.89791319,67.16094719,30.49,,,,,,,
50632,349,0,90.90494832,69.7475481,30.49,,,,,,,
50648,207,0,83.62602478,74.75625325,30.49,,,,,,,
50649,63,0,82.32713151,75.56863829,30.49,,,,,,,
50650,1166,0,80.60957717,72.39042283,30.49,,,,,,,
50651,401,0,82.54888498,73.77444249,30.49,,,,,,,
50654,4738,0,82.54888498,73.77444249,30.49,,,,,,,
50657,346,0,86.7183224,76.97247437,30.49,,,,,,,
50658,185,0,87.84409543,78,30.49,,,,,,,
50664,80,0,82.6915325,75,30.49,,,,,,,
50666,47,0,88,80.03807983,30.49,,,,,,,
50676,4679,0,78.751762,62.375881,30.49,,,,,,,
50707,5001,0,79.40912151,62.70456075,30.49,,,,,,,
50739,463,0,80.95942414,72.3304556,30.49,,,,,,,
50744,467,0,81.41512497,73.20756249,30.49,,,,,,,
50748,26,0,81.59391695,67.22994552,30.49,,,,,,,
50760,4069,0,85.45177388,61.48893072,30.49,,,,,,,
50762,47,0,94.71684147,77.92206859,30.49,,,,,,,
50764,52,0,94.72775586,77.93395086,30.49,,,,,,,
50766,42,0,94.75204181,77.96023961,30.49,,,,,,,
50770,1256,0,81.5122415,73.23924023,30.49,,,,,,,
50771,633,0,82.53963957,74.28755005,30.49,,,,,,,
50772,811,0,80.89444391,72.56801337,30.49,,,,,,,
50774,115,0,87.21588194,79.78411806,30.49,,,,,,,
50776,1069,0,82.56510247,74.11213624,30.49,,,,,,,
50799,99,0,84.91307761,76.29748654,30.49,,,,,,,
50815,37,0,88.27483033,79.60702653,30.49,,,,,,,
50835,603,0,81.9624858,73.54928541,30.49,,,,,,,
50837,7,0,82.13385258,70.99107196,30.49,,,,,,,
50850,640,0,88.62744279,72.49978713,30.49,,,,,,,
50852,41,0,85.80059794,76.60268057,30.49,,,,,,,
50858,39,0,88,79.87142159,30.49,,,,,,,
50859,349,0,85.26639599,76.26639599,30.49,,,,,,,
50872,540,0,81.88562265,72.67801215,30.49,,,,,,,
50873,288,0,82.37089769,73.3143043,30.49,,,,,,,
50875,3,0,88,79.86377441,30.49,,,,,,,
50876,117,0,82.09816491,70.91550834,30.49,,,,,,,
50877,63,0,84.08615354,74.73234271,30.49,,,,,,,
50878,498,0,81.16056051,73.5952132,30.49,,,,,,,
50879,1498,0,82.4504,74.0645957,30.49,,,,,,,
50881,485,0,89.66770297,68.63316313,30.49,,,,,,,
50883,50,0,82.00909332,75,30.49,,,,,,,
50884,8,0,88,80.38079858,30.49,,,,,,,
50885,14,0,85.63264184,76.63264184,30.49,,,,,,,
50888,335,0,84.23110794,75.23110794,30.49,,,,,,,
50921,3517,0,85.76180624,62.19527055,30.49,,,,,,,
50951,6494,0,84.62756272,65.35018538,30.49,,,,,,,
50964,4032,0,86.26734275,63.85321285,30.49,,,,,,,
50966,54,0,87.85757621,78.08111752,30.49,,,,,,,
50974,1396,0,80.96719788,72.67374646,30.49,,,,,,,
50976,32,0,86.9086029,79.56017512,30.49,,,,,,,
50978,410,0,82.57261409,73.78630705,30.49,,,,,,,
51026,496,0,80.41288262,72,30.49,,,,,,,
51030,526,0,81.66766233,74.20140767,30.49,,,,,,,
52007,350,0,86.53516644,76.97828047,30.49,,,,,,,
52010,19,0,87.86792451,79.86718861,30.49,,,,,,,
52015,3482,0,87.64546594,62,30.49,,,,,,,
52026,151,0,81.39385184,74.6373715,30.49,,,,,,,
52028,682,0,81.39385184,74.6373715,30.49,,,,,,,
52056,93,0,82.79460655,75.789619,30.49,,,,,,,
52088,12,0,87.69512561,79.87803648,30.49,,,,,,,
52118,670,0,86.23606779,75.71856203,30.49,,,,,,,
52158,1883,0,92.94501601,69.63324605,30.49,,,,,,,
52174,3983,0,85.21058306,61.50810391,30.49,,,,,,,
52176,2484,0,88.00291199,73.26547596,30.49,,,,,,,
54015,582,0,86.29764641,72.04054728,30.49,,,,,,,
54033,10,0,86.49812088,79.49812088,30.49,,,,,,,
54034,19,0,82.10759422,74,30.49,,,,,,,
54035,95,0,87.30969214,78.30969214,30.49,,,,,,,
54038,38,0,94.47311623,78.12982411,30.49,,,,,,,
54041,625,0,80.77435471,73.13115743,30.49,,,,,,,
54056,48,0,82.06693678,74.67172996,30.49,,,,,,,
54076,1421,0,79.19718941,71.74125821,30.49,,,,,,,
54081,52,0,87.83569114,78.09388648,30.49,,,,,,,
54114,14,0,82.14795057,76,30.49,,,,,,,
54131,575,0,80.86557541,73.20887903,30.49,,,,,,,
54144,1340,0,80.08696257,72.1612899,30.49,,,,,,,
54219,3134,0,89.15029312,66.83597271,30.49,,,,,,,
54268,104,0,77.23170832,65.20127988,30.49,,,,,,,
54271,1813,0,94.3719345,70.15847592,30.49,,,,,,,
54304,105,0,87.79874745,78,30.49,,,,,,,
54324,529,0,81.664397,74.1985698,30.49,,,,,,,
54349,1847,0,95.13478648,70.53499001,30.49,,,,,,,
54350,2414,0,94.9709366,70.43710203,30.49,,,,,,,
54365,126,0,87.70443481,79.3474456,30.49,,,,,,,
54415,1300,0,81.56832468,73.223935,30.49,,,,,,,
54423,86,0,87,79,30.49,,,,,,,
54424,82,0,88,79.99070261,30.49,,,,,,,
54426,147,0,88,79.92621172,30.49,,,,,,,
54466,95,0,86.73075312,79.09042552,30.49,,,,,,,
54468,5069,0,89.31519122,67.50059999,30.49,,,,,,,
54469,161,0,89.64420052,67.85017504,30.49,,,,,,,
54476,51,0,76.30347657,65.11700034,30.49,,,,,,,
54526,1088,0,81,73,30.49,,,,,,,
54529,112,0,87.67289492,79.34130333,30.49,,,,,,,
54537,192,0,75.80461428,65.07294967,30.49,,,,,,,
54547,270,0,81.52999282,73.42500057,30.49,,,,,,,
54561,45,0,82.22667291,67.41708898,30.49,,,,,,,
54579,4161,0,85.53917834,63.257211,30.49,,,,,,,
54592,256,0,80.33499192,72.62951826,30.49,,,,,,,
54593,896,0,80.20641266,72.69409656,30.49,,,,,,,
54626,1071,0,94.42396223,70.813391,30.49,,,,,,,
54627,11,0,86.31608244,79.31608244,30.49,,,,,,,
54634,1417,0,82.40697458,74.03710767,30.49,,,,,,,
54646,10,0,84.31452701,76.13432922,30.49,,,,,,,
54658,148,0,87.64187153,79.32622971,30.49,,,,,,,
54676,5,0,87.94111205,79.7714,30.49,,,,,,,
54689,-3,0,87.94111205,79.7714,30.49,,,,,,,
54693,431,0,85.35943294,76.35943294,30.49,,,,,,,
54694,130,0,95.31926665,77.87419484,30.49,,,,,,,
54724,46,0,94.71969258,77.92502544,30.49,,,,,,,
54746,19,0,85.72199985,76.72199985,30.49,,,,,,,
54749,634,0,82.06605686,71.29107256,30.49,,,,,,,
54751,754,0,82.39496062,74.26556893,30.49,,,,,,,
54755,99,0,87.30843448,78.30843448,30.49,,,,,,,
54758,112,0,82.46699441,74.48480981,30.49,,,,,,,
54761,562,0,90.20382541,65.46870971,30.49,,,,,,,
54805,257,0,82.69060841,74.49652707,30.49,,,,,,,
54817,850,0,91.32402474,78,30.49,,,,,,,
54832,213,0,87.28429406,77.58127885,30.49,,,,,,,
54852,1076,0,80.67903031,72.32096969,30.49,,,,,,,
54915,633,0,81.8550156,73.92994413,30.49,,,,,,,
54974,736,0,84,75.46495177,30.49,,,,,,,
54996,-229,0,93.47957817,77.16087593,30.49,,,,,,,
55010,812,0,83.52348391,74,30.49,,,,,,,
55011,810,0,84.41355291,74.78272639,30.49,,,,,,,
55040,317,0,88.9215452,78,30.49,,,,,,,
55041,180,0,83.70194652,74.40757991,30.49,,,,,,,
55043,685,0,85.62867974,75.51182693,30.49,,,,,,,
55047,25,0,88.45651257,79.73956953,30.49,,,,,,,
55062,363,0,88.28292045,79.28292045,30.49,,,,,,,
55063,215,0,90.44310488,79.44310488,30.49,,,,,,,
55065,3504,0,86.67085846,72,30.49,,,,,,,
55068,55,0,80.91984639,72.08015361,30.49,,,,,,,
55075,205,0,90.96722019,79.05439239,30.49,,,,,,,
55076,580,0,90,79,30.49,,,,,,,
55079,610,0,81.82127508,73.67401409,30.49,,,,,,,
55086,25,0,88.77059933,80.62039666,30.49,,,,,,,
55087,670,0,82.86288903,74.83351167,30.49,,,,,,,
55090,2725,0,84.04610761,64.3824262,30.49,,,,,,,
55097,540,0,90.33495415,78.33588764,30.49,,,,,,,
55098,115,0,88.59515984,80.29757992,30.49,,,,,,,
55107,360,0,82.00199596,74.73841811,30.49,,,,,,,
55120,8,0,87.69203901,80.44607715,30.49,,,,,,,
55123,90,0,88.60414891,80.30207446,30.49,,,,,,,
55124,2495,0,89.84829372,68.05229499,30.49,,,,,,,
55126,52,0,81.99848661,75,30.49,,,,,,,
55129,1370,0,94.90650848,74.39745763,30.49,,,,,,,
55131,633,0,84.6392156,76,30.49,,,,,,,
55132,370,0,89.37151484,79,30.49,,,,,,,
55137,564,0,86.92817596,77.2268399,30.49,,,,,,,
55146,605,0,90.72511227,77.86791086,30.49,,,,,,,
55151,970,0,91.88002425,68.38369316,30.49,,,,,,,
55153,685,0,86.90404821,77.18311125,30.49,,,,,,,
55168,560,0,88.49438344,77.92026208,30.49,,,,,,,
55170,300,0,83.74392613,73.9245436,30.49,,,,,,,
55172,470,0,91.43953844,77.81013408,30.49,,,,,,,
55173,40,0,87.7176402,79.77093785,30.49,,,,,,,
55174,650,0,85.24035994,76,30.49,,,,,,,
55176,300,0,90,79,30.49,,,,,,,
55177,458,0,95.26214638,70.92553582,30.49,,,,,,,
55178,950,0,89.6508211,78,30.49,,,,,,,
55179,2184,0,83.59682065,64.26688233,30.49,,,,,,,
55182,1420,0,86.68083711,67.89470694,30.49,,,,,,,
55187,40,0,88.25362544,79.58254483,30.49,,,,,,,
55188,602,0,86.77399045,76.97477806,30.49,,,,,,,
55193,345,0,84.5812277,75.5812277,30.49,,,,,,,
55197,340,0,89.84455826,79,30.49,,,,,,,
55200,5270,0,79.81057717,62.90528858,30.49,,,,,,,
55206,20,0,88.478663,80.37672088,30.49,,,,,,,
55215,2872,0,87.10874988,72.21749976,30.49,,,,,,,
55216,530,0,84.63772108,76,30.49,,,,,,,
55217,15,0,82.5503512,67.05917797,30.49,,,,,,,
55218,340,0,89.74837466,78.91612489,30.49,,,,,,,
55220,330,0,90,79,30.49,,,,,,,
55221,250,0,90.88134577,79.51326485,30.49,,,,,,,
55223,470,0,91.38635095,78,30.49,,,,,,,
55225,720,0,90.39844587,77.84895708,30.49,,,,,,,
55226,332,0,91.18816032,78.40591984,30.49,,,,,,,
55230,1090,0,91.26362117,78,30.49,,,,,,,
55231,20,0,85.86122649,76.86122649,30.49,,,,,,,
55239,34,0,86.27309604,76.589516,30.49,,,,,,,
55241,4,0,88,79.31502146,30.49,,,,,,,
55245,690,0,87.18311438,78,30.49,,,,,,,
55259,591,0,85.23026967,76,30.49,,,,,,,
55269,300,0,90.81233262,79.81233262,30.49,,,,,,,
55270,970,0,84.08577178,75.90280265,30.49,,,,,,,
55271,500,0,89.42663037,79,30.49,,,,,,,
55282,880,0,96.83909996,75.97271379,30.49,,,,,,,
55292,585,0,87.25696485,77.25696485,30.49,,,,,,,
55293,618,0,87.29884854,77.29884854,30.49,,,,,,,
55294,95,0,80.18850122,72.09978125,30.49,,,,,,,
55295,336,0,96.21352474,77.95960684,30.49,,,,,,,
55297,595,0,84.72742758,75.69760562,30.49,,,,,,,
55298,10,0,85.72746177,76.72746177,30.49,,,,,,,
55299,24,0,88.4448035,79.72031026,30.49,,,,,,,
55302,4808,0,83.37254624,64.27274923,30.49,,,,,,,
55306,703,0,96.81871287,75.97383617,30.49,,,,,,,
55309,5,0,87.79313716,80.79313716,30.49,,,,,,,
55320,1020,0,91.25772994,78,30.49,,,,,,,
55327,20,0,88.18766863,79.70067734,30.49,,,,,,,
55328,618,0,90.07921474,65.3990333,30.49,,,,,,,
55333,21,0,82.34919356,67.01961717,30.49,,,,,,,
55334,615,0,87.70668469,78,30.49,,,,,,,
55337,500,0,84.7542053,75.7542053,30.49,,,,,,,
55340,240,0,90.1084397,79.1084397,30.49,,,,,,,
55343,4383,0,85,68.71465455,30.49,,,,,,,
55357,68,0,88.19208586,79.68670889,30.49,,,,,,,
55358,14,0,87.61823751,80.24886814,30.49,,,,,,,
55364,482,0,86.13081361,77.88206675,30.49,,,,,,,
55369,456,0,82.27011334,76.13540013,30.49,,,,,,,
55372,1129,0,96.79664883,76.07001951,30.49,,,,,,,
55380,175,0,90.27572532,79.29425188,30.49,,,,,,,
55382,710,0,87.62132807,76.81066404,30.49,,,,,,,
55386,139,0,88.86327284,78,30.49,,,,,,,
55393,245,0,80.28212938,66.81746809,30.49,,,,,,,
55397,850,0,84.47384101,75.2369205,30.49,,,,,,,
55400,1330,0,88.01921898,68.34931998,30.49,,,,,,,
55404,15,0,88.2368012,80.2368012,30.49,,,,,,,
55406,75,0,88.7814418,79.47822704,30.49,,,,,,,
55411,570,0,88.92639441,78.60676511,30.49,,,,,,,
55412,147,0,87.64269557,79.32663653,30.49,,,,,,,
55418,245,0,90.73839579,79.34308806,30.49,,,,,,,
55439,395,0,87.37270976,77.37270976,30.49,,,,,,,
55440,390,0,89.42716803,79,30.49,,,,,,,
55451,520,0,90.37383937,79.37383937,30.49,,,,,,,
55455,885,0,96.84951922,75.94991703,30.49,,,,,,,
55457,1204,0,89.38882085,76.31791124,30.49,,,,,,,
55463,1020,0,89.98867884,76.48036206,30.49,,,,,,,
55464,25,0,88.4688324,79.76287061,30.49,,,,,,,
55467,84,0,90.71472938,80.42945877,30.49,,,,,,,
55480,386,0,91.32155832,78,30.49,,,,,,,
55481,884,0,96.849652,75.94969291,30.49,,,,,,,
55501,675,0,90,77.87025812,30.49,,,,,,,
55502,491,0,85,76,30.49,,,,,,,
55503,900,0,84.74314155,75.49148452,30.49,,,,,,,
55516,1075,0,83.02522743,74.62623494,30.49,,,,,,,
55518,2855,0,90.7889847,68.40550606,30.49,,,,,,,
55545,88,0,88.60166794,80.30083397,30.49,,,,,,,
55598,927,0,83.61717447,74,30.49,,,,,,,
55611,668,0,83.33473823,74.44267338,30.49,,,,,,,
55620,81,0,90.74227816,80.48455633,30.49,,,,,,,
55641,765,0,84,74.87059259,30.49,,,,,,,
55656,1075,0,88.50966832,65.69339202,30.49,,,,,,,
55661,65,0,82.10801334,73.94813438,30.49,,,,,,,
55664,280,0,90,79,30.49,,,,,,,
55667,275,0,84.72619909,75.72619909,30.49,,,,,,,
55694,575,0,90,79,30.49,,,,,,,
55700,15,0,80.29575587,65.87955659,30.49,,,,,,,
55710,758,0,82.22298681,73.22298681,30.49,,,,,,,
55714,350,0,90.77221423,79.38987881,30.49,,,,,,,
55736,555,0,85.13750445,75.79789193,30.49,,,,,,,
55749,2890,0,84.66677054,65.15352101,30.49,,,,,,,
55801,18,0,85.83334676,76.83334676,30.49,,,,,,,
55818,407,0,79.50496814,65.08113508,30.49,,,,,,,
55821,70,0,86.47472994,79.16944208,30.49,,,,,,,
55835,4980,0,79.40662894,62.70331447,30.49,,,,,,,
55853,1446,0,90.39141389,71.64702422,30.49,,,,,,,
55927,21,0,88.87381676,79.58405074,30.49,,,,,,,
55952,1921,0,94.96435691,70.44709831,30.49,,,,,,,
55965,750,0,87.00241624,76.62358158,30.49,,,,,,,
55970,152,0,93.68135985,70,30.49,,,,,,,
55977,5289,0,81.88170396,63.93561629,30.49,,,,,,,
55983,-230,0,93.47203508,77.15564004,30.49,,,,,,,
55984,-218,0,93.53637348,77.19316716,30.49,,,,,,,
55985,770,0,82.10126425,71.30487083,30.49,,,,,,,
55990,645,0,82.51948852,73.78211456,30.49,,,,,,,
55991,4129,0,85.29586632,61.52373652,30.49,,,,,,,
56006,1363,0,87.21735386,77.21735386,30.49,,,,,,,
56026,38,0,81.89554864,67.32386513,30.49,,,,,,,
56031,670,0,83.19393874,74.0971684,30.49,,,,,,,
56038,125,0,86.77262464,77.41505407,30.49,,,,,,,
56041,191,0,80.72868436,70.41595691,30.49,,,,,,,
56046,563,0,80.57961163,70.36737261,30.49,,,,,,,
56078,88,0,91.98348489,70.08141695,30.49,,,,,,,
56104,800,0,83.63431677,74.57394982,30.49,,,,,,,
56150,60,0,88.8495332,79.55269783,30.49,,,,,,,
56164,1008,0,83.47137286,74.40094475,30.49,,,,,,,
56177,4569,0,84.94122452,65.78095585,30.49,,,,,,,
56188,63,0,82.33104227,75.56987565,30.49,,,,,,,
56224,4652,0,86.48318819,62.33437021,30.49,,,,,,,
56227,13,0,78.67822905,65.50512388,30.49,,,,,,,
56237,4508,0,84.97167286,65.79004042,30.49,,,,,,,
56259,18,0,82.10778594,74,30.49,,,,,,,
56298,90,0,93.7752188,70,30.49,,,,,,,
56349,2865,0,87.10565674,72.21131347,30.49,,,,,,,
56350,96,0,88.08714808,79.66667773,30.49,,,,,,,
56356,573,0,89.17766463,72.2244048,30.49,,,,,,,
56400,18,0,87.57638508,79.99548234,30.49,,,,,,,
56405,1786,0,94.29064196,70.07713023,30.49,,,,,,,
56407,13,0,86.20956154,79.20956154,30.49,,,,,,,
56456,245,0,90.20274322,79.20274322,30.49,,,,,,,
56565,175,0,90,79,30.49,,,,,,,
56616,6051,0,79.10625825,63.12308935,30.49,,,,,,,
56643,710,0,83.76379693,74,30.49,,,,,,,
56706,240,0,95.21168346,71.7043354,30.49,,,,,,,
56707,145,0,94.36789797,71.03604235,30.49,,,,,,,
56833,2275,0,88.21543411,79.71590539,30.49,,,,,,,
56848,552,0,85,75.78669709,30.49,,,,,,,
56880,2275,0,85,75.78669709,30.49,,,,,,,
56943,440,0,94.12373034,70.59187049,30.49,,,,,,,
57119,755,0,83.58776302,74,30.49,,,,,,,
57134,4735,0,83.58776302,74,30.49,,,,,,,
57140,1134,0,83.58776302,74,30.49,,,,,,,
57154,-135,0,95.26333741,78.44038664,30.49,,,,,,,
57172,2052,0,95.26333741,78.44038664,30.49,,,,,,,
57323,2320,0,89.9748373,66.02313591,30.49,,,,,,,
57564,362,0,96.02331408,72.11968669,30.49,,,,,,,
57584,395,0,79.7871379,70.82592724,30.49,,,,,,,
57684,3441,0,79.7871379,70.82592724,30.49,,,,,,,
621,4,0,87.58884695,79.70072986,30.49,,,,,,,
167,250,0,90.92310746,79.72092527,30.49,,,,,,,
603,18,0,87.14816581,77.65222401,30.49,,,,,,,
762,1015,0,90.78939399,76,30.49,,,,,,,
1447,185,0,90,79,30.49,,,,,,,
4151,4324,0,83.75491763,67.12568224,30.49,,,,,,,
6013,558,0,80.5751556,70.36562695,30.49,,,,,,,
6558,84,0,89.56567169,79.93085033,30.49,,,,,,,
10621,394,0,82.52680704,73.76340352,30.49,,,,,,,
50111,4971,0,85.05712779,62.97654044,30.49,,,,,,,
50498,51,0,84.07855675,74.77171947,30.49,,,,,,,
50968,32,0,73.50547554,64.13722185,30.49,,,,,,,
54640,37,0,86.59218537,77,30.49,,,,,,,
54744,412,0,87.58818969,78.44821747,30.49,,,,,,,
