"bogencoo","LAKE..OF..OC..RC.","RIVER..OF.","POND..OC..RC.","TOWER..RF..RI..RN.","DC","OS"
"combogencoo^6018^1",NA,NA,NA,1,NA,NA
"combogencoo^6019^1",NA,NA,NA,1,NA,NA
"combogencoo^6020^1",NA,NA,NA,1,NA,NA
"combogencoo^6021^1",NA,NA,NA,1,NA,NA
"combogencoo^6021^2",NA,NA,NA,1,NA,NA
"combogencoo^6021^3",NA,NA,NA,1,NA,NA
"combogencoo^6022^1",NA,NA,1,NA,NA,NA
"combogencoo^6023^1",NA,NA,NA,1,NA,NA
"combogencoo^6026^1",NA,NA,1,NA,NA,NA
"combogencoo^6030^1",NA,NA,NA,1,NA,NA
"combogencoo^6031^1",NA,NA,NA,1,NA,NA
"combogencoo^6034^1",NA,1,NA,NA,NA,NA
"combogencoo^6034^2",NA,1,NA,NA,NA,NA
"combogencoo^6035^1",NA,NA,1,NA,NA,NA
"combogencoo^6036^1",NA,NA,NA,1,NA,NA
"combogencoo^6038^1",1,NA,NA,NA,NA,NA
"combogencoo^6040^1",NA,NA,NA,1,NA,NA
"combogencoo^6041^1",NA,NA,NA,1,NA,NA
"combogencoo^6041^2",NA,NA,NA,1,NA,NA
"combogencoo^6041^3",NA,NA,NA,1,NA,NA
"combogencoo^6041^4",NA,NA,NA,1,NA,NA
"combogencoo^6042^1",NA,NA,1,NA,NA,NA
"combogencoo^6043^1",NA,NA,NA,1,NA,NA
"combogencoo^6043^2",NA,NA,1,NA,NA,NA
"combogencoo^6045^1",NA,NA,NA,NA,NA,1
"combogencoo^6051^1",NA,NA,NA,1,NA,NA
"combogencoo^6052^1",NA,NA,NA,1,NA,NA
"combogencoo^6052^2",NA,NA,NA,1,NA,NA
"combogencoo^6055^1",NA,NA,NA,1,NA,NA
"combogencoo^6055^2",NA,NA,NA,1,NA,NA
"combogencoo^6055^3",NA,1,NA,NA,NA,NA
"combogencoo^6056^1",NA,NA,NA,NA,NA,1
"combogencoo^6056^2",NA,NA,NA,NA,NA,1
"combogencoo^6056^3",NA,NA,NA,NA,NA,1
"combogencoo^6056^4",NA,NA,NA,NA,NA,1
"combogencoo^6061^1",NA,NA,NA,1,NA,NA
"combogencoo^6064^1",NA,1,NA,NA,NA,NA
"combogencoo^6065^1",NA,1,NA,NA,NA,NA
"combogencoo^6065^2",NA,NA,NA,1,NA,NA
"combogencoo^6068^1",NA,NA,NA,1,NA,NA
"combogencoo^6068^2",NA,NA,NA,1,NA,NA
"combogencoo^6068^3",NA,NA,NA,1,NA,NA
"combogencoo^6071^1",NA,NA,NA,1,NA,NA
"combogencoo^6071^2",NA,NA,NA,1,NA,NA
"combogencoo^6072^1",NA,NA,NA,1,NA,NA
"combogencoo^6073^1",NA,NA,1,NA,NA,NA
"combogencoo^6073^2",NA,NA,NA,1,NA,NA
"combogencoo^6076^1",NA,NA,NA,1,NA,NA
"combogencoo^6076^2",NA,NA,NA,1,NA,NA
"combogencoo^6076^3",NA,NA,NA,1,NA,NA
"combogencoo^6076^4",NA,NA,NA,1,NA,NA
"combogencoo^6077^1",NA,NA,1,NA,NA,NA
"combogencoo^6077^2",NA,NA,1,NA,NA,NA
"combogencoo^6081^1",NA,NA,NA,1,NA,NA
"combogencoo^6082^1",1,NA,NA,NA,NA,NA
"combogencoo^6085^1",NA,NA,NA,1,NA,NA
"combogencoo^6085^2",NA,NA,NA,1,NA,NA
"combogencoo^6085^3",NA,NA,NA,1,NA,NA
"combogencoo^6085^4",NA,NA,NA,1,NA,NA
"combogencoo^6089^1",NA,1,NA,NA,NA,NA
"combogencoo^6090^1",NA,NA,NA,1,NA,NA
"combogencoo^6090^2",NA,NA,NA,1,NA,NA
"combogencoo^6090^3",NA,NA,NA,1,NA,NA
"combogencoo^6094^1",NA,NA,NA,1,NA,NA
"combogencoo^6094^2",NA,NA,NA,1,NA,NA
"combogencoo^6094^3",NA,NA,NA,1,NA,NA
"combogencoo^6095^1",NA,NA,1,NA,NA,NA
"combogencoo^6096^1",NA,1,NA,NA,NA,NA
"combogencoo^6096^2",NA,NA,NA,1,NA,NA
"combogencoo^6098^1",NA,NA,1,NA,NA,NA
"combogencoo^6099^1",NA,NA,NA,NA,NA,1
"combogencoo^6103^1",NA,NA,NA,1,NA,NA
"combogencoo^6103^2",NA,NA,NA,1,NA,NA
"combogencoo^6105^1",NA,NA,NA,1,NA,NA
"combogencoo^6106^1",NA,NA,1,NA,NA,NA
"combogencoo^6110^1",1,NA,NA,NA,NA,NA
"combogencoo^6112^1",NA,NA,NA,1,NA,NA
"combogencoo^6113^1",1,NA,NA,NA,NA,NA
"combogencoo^6113^2",1,NA,NA,NA,NA,NA
"combogencoo^6113^3",1,NA,NA,NA,NA,NA
"combogencoo^6113^4",1,NA,NA,NA,NA,NA
"combogencoo^6113^5",1,NA,NA,NA,NA,NA
"combogencoo^6115^1",NA,NA,NA,NA,NA,1
"combogencoo^6118^1",NA,NA,NA,1,NA,NA
"combogencoo^6122^1",1,NA,NA,NA,NA,NA
"combogencoo^6124^1",NA,1,NA,NA,NA,NA
"combogencoo^6127^1",1,NA,NA,NA,NA,NA
"combogencoo^6136^1",1,NA,NA,NA,NA,NA
"combogencoo^6137^1",NA,NA,NA,1,NA,NA
"combogencoo^6137^2",NA,NA,NA,1,NA,NA
"combogencoo^6138^1",1,NA,NA,NA,NA,NA
"combogencoo^6139^1",0.99,NA,NA,0.01,NA,NA
"combogencoo^6145^1",1,NA,NA,NA,NA,NA
"combogencoo^6146^1",1,NA,NA,NA,NA,NA
"combogencoo^6147^1",1,NA,NA,NA,NA,NA
"combogencoo^6149^1",NA,NA,NA,1,NA,NA
"combogencoo^6152^1",0.5,NA,NA,0.5,NA,NA
"combogencoo^6153^1",NA,NA,NA,1,NA,NA
"combogencoo^6155^1",NA,1,NA,NA,NA,NA
"combogencoo^6155^2",NA,1,NA,NA,NA,NA
"combogencoo^6156^1",NA,NA,NA,NA,NA,1
"combogencoo^6165^1",NA,NA,NA,1,NA,NA
"combogencoo^6165^2",NA,NA,NA,1,NA,NA
"combogencoo^6165^3",NA,NA,NA,1,NA,NA
"combogencoo^6166^1",NA,NA,NA,1,NA,NA
"combogencoo^6166^2",NA,NA,NA,1,NA,NA
"combogencoo^6168^1",1,NA,NA,NA,NA,NA
"combogencoo^6168^2",1,NA,NA,NA,NA,NA
"combogencoo^6170^1",NA,NA,NA,1,NA,NA
"combogencoo^6177^1",NA,NA,NA,1,NA,NA
"combogencoo^6177^2",NA,NA,NA,1,NA,NA
"combogencoo^6178^1",1,NA,NA,NA,NA,NA
"combogencoo^6179^1",NA,NA,1,NA,NA,NA
"combogencoo^6179^2",NA,NA,1,NA,NA,NA
"combogencoo^6179^3",NA,NA,1,NA,NA,NA
"combogencoo^6180^1",1,NA,NA,NA,NA,NA
"combogencoo^6181^1",1,NA,NA,NA,NA,NA
"combogencoo^6181^2",1,NA,NA,NA,NA,NA
"combogencoo^6183^1",NA,NA,NA,1,NA,NA
"combogencoo^6190^1",1,NA,NA,NA,NA,NA
"combogencoo^6190^2",1,NA,NA,NA,NA,NA
"combogencoo^6190^3",1,NA,NA,NA,NA,NA
"combogencoo^6193^1",NA,NA,NA,1,NA,NA
"combogencoo^6193^2",NA,NA,NA,1,NA,NA
"combogencoo^6193^3",NA,NA,NA,1,NA,NA
"combogencoo^6194^1",NA,NA,NA,1,NA,NA
"combogencoo^6194^2",NA,NA,NA,1,NA,NA
"combogencoo^6195^1",NA,NA,NA,1,NA,NA
"combogencoo^6195^2",NA,NA,NA,1,NA,NA
"combogencoo^6204^1",NA,NA,NA,1,NA,NA
"combogencoo^6204^2",NA,NA,NA,1,NA,NA
"combogencoo^6204^3",NA,NA,NA,1,NA,NA
"combogencoo^6213^1",1,NA,NA,NA,NA,NA
"combogencoo^6213^2",1,NA,NA,NA,NA,NA
"combogencoo^6243^1",NA,NA,1,NA,NA,NA
"combogencoo^6248^1",NA,NA,NA,1,NA,NA
"combogencoo^6249^1",NA,NA,0.9,0.1,NA,NA
"combogencoo^6249^2",NA,NA,0.9,0.1,NA,NA
"combogencoo^6249^3",NA,NA,NA,1,NA,NA
"combogencoo^6249^4",NA,NA,NA,1,NA,NA
"combogencoo^6250^1",NA,NA,NA,1,NA,NA
"combogencoo^6251^1",NA,NA,1,NA,NA,NA
"combogencoo^6254^1",NA,NA,NA,1,NA,NA
"combogencoo^6257^1",NA,NA,NA,1,NA,NA
"combogencoo^6257^2",NA,NA,NA,1,NA,NA
"combogencoo^6257^3",NA,NA,NA,1,NA,NA
"combogencoo^6257^4",NA,NA,NA,1,NA,NA
"combogencoo^6264^1",NA,NA,NA,1,NA,NA
"combogencoo^6285^1",NA,NA,NA,1,NA,NA
"combogencoo^6288^1",NA,1,NA,NA,NA,NA
"combogencoo^6288^2",NA,1,NA,NA,NA,NA
"combogencoo^6358^1",NA,NA,NA,1,NA,NA
"combogencoo^6462^1",NA,NA,NA,1,NA,NA
"combogencoo^6469^1",NA,NA,NA,1,NA,NA
"combogencoo^6469^2",NA,NA,NA,1,NA,NA
"combogencoo^6474^1",NA,NA,NA,NA,NA,1
"combogencoo^6481^1",NA,NA,NA,1,NA,NA
"combogencoo^6481^2",NA,NA,NA,1,NA,NA
"combogencoo^6504^1",NA,NA,NA,1,NA,NA
"combogencoo^6504^2",NA,NA,NA,1,NA,NA
"combogencoo^6559^1",NA,NA,NA,1,NA,NA
"combogencoo^6639^1",NA,NA,NA,1,NA,NA
"combogencoo^6639^2",NA,NA,NA,1,NA,NA
"combogencoo^6641^1",NA,NA,NA,1,NA,NA
"combogencoo^6641^2",NA,NA,NA,1,NA,NA
"combogencoo^6648^1",NA,NA,1,NA,NA,NA
"combogencoo^6664^1",NA,NA,NA,1,NA,NA
"combogencoo^6705^1",NA,1,NA,NA,NA,NA
"combogencoo^6705^2",NA,1,NA,NA,NA,NA
"combogencoo^6761^1",NA,NA,1,NA,NA,NA
"combogencoo^6768^1",NA,NA,NA,1,NA,NA
"combogencoo^6772^1",NA,NA,NA,1,NA,NA
"combogencoo^6823^1",NA,NA,NA,1,NA,NA
"combogencoo^7013^1",NA,NA,NA,1,NA,NA
"combogencoo^7030^1",NA,NA,NA,1,NA,NA
"combogencoo^7030^2",NA,NA,NA,1,NA,NA
"combogencoo^7097^1",1,NA,NA,NA,NA,NA
"combogencoo^7097^2",1,NA,NA,NA,NA,NA
"combogencoo^7130^1",NA,1,NA,NA,NA,NA
"combogencoo^7153^1",NA,NA,NA,1,NA,NA
"combogencoo^7210^1",NA,NA,NA,1,NA,NA
"combogencoo^7213^1",NA,NA,NA,1,NA,NA
"combogencoo^7213^2",NA,NA,NA,1,NA,NA
"combogencoo^7238^1",NA,NA,NA,1,NA,NA
"combogencoo^7238^2",NA,NA,NA,1,NA,NA
"combogencoo^7238^3",NA,NA,NA,1,NA,NA
"combogencoo^7242^1",NA,NA,80,20,NA,NA
"combogencoo^7266^1",NA,NA,NA,1,NA,NA
"combogencoo^7294^1",NA,NA,NA,1,NA,NA
"combogencoo^7296^1",NA,NA,NA,1,NA,NA
"combogencoo^7302^1",NA,NA,1,NA,NA,NA
"combogencoo^7307^1",NA,NA,NA,1,NA,NA
"combogencoo^7314^1",NA,NA,NA,1,NA,NA
"combogencoo^7343^1",NA,1,NA,NA,NA,NA
"combogencoo^7350^1",NA,NA,NA,1,NA,NA
"combogencoo^7380^1",NA,NA,1,NA,NA,NA
"combogencoo^7504^1",NA,NA,NA,1,NA,NA
"combogencoo^7512^1",NA,NA,1,NA,NA,NA
"combogencoo^7513^1",NA,NA,NA,1,NA,NA
"combogencoo^7527^1",NA,NA,NA,1,NA,NA
"combogencoo^7546^1",NA,NA,NA,1,NA,NA
"combogencoo^7551^1",NA,NA,NA,1,NA,NA
"combogencoo^7552^1",NA,NA,NA,1,NA,NA
"combogencoo^7604^1",NA,NA,NA,1,NA,NA
"combogencoo^7604^2",NA,NA,NA,1,NA,NA
"combogencoo^7605^1",NA,NA,NA,1,NA,NA
"combogencoo^7697^1",NA,NA,NA,1,NA,NA
"combogencoo^7698^1",NA,NA,NA,1,NA,NA
"combogencoo^7699^1",NA,NA,NA,1,NA,NA
"combogencoo^7701^1",NA,1,NA,NA,NA,NA
"combogencoo^7710^1",NA,NA,NA,1,NA,NA
"combogencoo^7710^2",NA,NA,NA,1,NA,NA
"combogencoo^7710^3",NA,NA,NA,1,NA,NA
"combogencoo^7721^1",NA,NA,NA,1,NA,NA
"combogencoo^7722^1",NA,NA,NA,1,NA,NA
"combogencoo^7737^1",NA,0.05,NA,0.95,NA,NA
"combogencoo^7757^1",NA,NA,NA,1,NA,NA
"combogencoo^7784^1",NA,0.05,NA,0.95,NA,NA
"combogencoo^7790^1",NA,NA,NA,1,NA,NA
"combogencoo^7805^1",NA,NA,NA,1,NA,NA
"combogencoo^7805^2",NA,NA,NA,1,NA,NA
"combogencoo^7826^1",NA,NA,NA,1,NA,NA
"combogencoo^7832^1",NA,NA,NA,1,NA,NA
"combogencoo^7834^1",NA,NA,NA,1,NA,NA
"combogencoo^7845^1",NA,NA,NA,1,NA,NA
"combogencoo^7846^1",NA,NA,NA,1,NA,NA
"combogencoo^7846^2",NA,NA,NA,1,NA,NA
"combogencoo^7870^1",NA,NA,NA,1,NA,NA
"combogencoo^7873^1",NA,NA,NA,NA,NA,1
"combogencoo^7873^2",NA,NA,NA,NA,NA,1
"combogencoo^7887^1",NA,NA,NA,1,NA,NA
"combogencoo^7897^1",NA,NA,NA,1,NA,NA
"combogencoo^7897^2",NA,NA,NA,1,NA,NA
"combogencoo^7900^1",NA,NA,NA,1,NA,NA
"combogencoo^7902^1",NA,NA,1,NA,NA,NA
"combogencoo^7917^1",NA,NA,NA,1,NA,NA
"combogencoo^7931^1",NA,NA,NA,1,NA,NA
"combogencoo^7946^1",NA,NA,NA,1,NA,NA
"combogencoo^7985^1",NA,NA,NA,1,NA,NA
"combogencoo^7991^1",NA,NA,NA,1,NA,NA
"combogencoo^7999^1",NA,NA,NA,1,NA,NA
"combogencoo^8000^1",NA,NA,NA,1,NA,NA
"combogencoo^8002^1",NA,NA,NA,NA,NA,1
"combogencoo^8006^1",NA,NA,NA,NA,NA,1
"combogencoo^8006^2",NA,NA,NA,NA,NA,1
"combogencoo^8011^1",NA,NA,NA,1,NA,NA
"combogencoo^8023^1",NA,NA,0.5,0.5,NA,NA
"combogencoo^8023^2",NA,NA,0.5,0.5,NA,NA
"combogencoo^8031^1",NA,NA,NA,1,NA,NA
"combogencoo^8036^1",NA,1,NA,NA,NA,NA
"combogencoo^8042^1",1,NA,NA,NA,NA,NA
"combogencoo^8042^2",1,NA,NA,NA,NA,NA
"combogencoo^8048^1",NA,NA,NA,0.1,NA,0.9
"combogencoo^8054^1",NA,1,NA,NA,NA,NA
"combogencoo^8055^1",NA,1,NA,NA,NA,NA
"combogencoo^8055^2",NA,NA,NA,1,NA,NA
"combogencoo^8056^1",NA,1,NA,NA,NA,NA
"combogencoo^8059^1",NA,NA,1,NA,NA,NA
"combogencoo^8066^1",NA,NA,NA,1,NA,NA
"combogencoo^8066^2",NA,NA,NA,1,NA,NA
"combogencoo^8066^3",NA,NA,NA,1,NA,NA
"combogencoo^8066^4",NA,NA,NA,1,NA,NA
"combogencoo^8068^1",NA,NA,NA,1,NA,NA
"combogencoo^8068^2",NA,NA,NA,1,NA,NA
"combogencoo^8068^3",NA,NA,NA,1,NA,NA
"combogencoo^8069^1",NA,NA,NA,1,NA,NA
"combogencoo^8069^2",NA,NA,NA,1,NA,NA
"combogencoo^8073^1",NA,NA,NA,1,NA,NA
"combogencoo^8102^1",NA,NA,NA,1,NA,NA
"combogencoo^8102^2",NA,NA,NA,1,NA,NA
"combogencoo^8219^1",NA,NA,NA,1,NA,NA
"combogencoo^8222^1",NA,NA,NA,1,NA,NA
"combogencoo^8223^1",NA,NA,NA,1,NA,NA
"combogencoo^8223^2",NA,NA,NA,1,NA,NA
"combogencoo^8223^3",NA,NA,NA,1,NA,NA
"combogencoo^8223^4",NA,NA,NA,1,NA,NA
"combogencoo^8224^1",NA,NA,NA,1,NA,NA
"combogencoo^8224^2",NA,NA,NA,1,NA,NA
"combogencoo^8226^1",NA,0.99,NA,0.01,NA,NA
"combogencoo^8906^1",NA,NA,NA,NA,NA,1
"combogencoo^8906^2",NA,NA,NA,NA,NA,1
"combogencoo^8906^3",NA,NA,NA,NA,NA,1
"combogencoo^8906^4",NA,NA,NA,NA,NA,1
"combogencoo^8907^1",NA,NA,NA,NA,NA,1
"combogencoo^10003^1",NA,NA,NA,1,NA,NA
"combogencoo^10012^1",NA,NA,NA,1,NA,NA
"combogencoo^10013^1",NA,NA,NA,1,NA,NA
"combogencoo^10030^1",NA,NA,NA,1,NA,NA
"combogencoo^10034^1",NA,NA,NA,1,NA,NA
"combogencoo^10043^1",NA,NA,NA,1,NA,NA
"combogencoo^10052^1",NA,NA,NA,1,NA,NA
"combogencoo^10062^1",NA,NA,NA,1,NA,NA
"combogencoo^10090^1",NA,NA,NA,1,NA,NA
"combogencoo^10099^1",NA,NA,NA,1,NA,NA
"combogencoo^10113^1",NA,NA,NA,1,NA,NA
"combogencoo^10118^1",NA,NA,NA,1,NA,NA
"combogencoo^10143^1",NA,NA,NA,1,NA,NA
"combogencoo^10151^1",NA,NA,NA,1,NA,NA
"combogencoo^10156^1",NA,NA,NA,1,NA,NA
"combogencoo^10190^1",NA,NA,NA,1,NA,NA
"combogencoo^10250^1",NA,NA,NA,1,NA,NA
"combogencoo^10290^1",NA,1,NA,NA,NA,NA
"combogencoo^10294^1",NA,NA,NA,1,NA,NA
"combogencoo^10300^1",NA,NA,NA,1,NA,NA
"combogencoo^10333^1",NA,NA,1,NA,NA,NA
"combogencoo^10342^1",NA,NA,NA,1,NA,NA
"combogencoo^10343^1",NA,NA,NA,1,NA,NA
"combogencoo^10346^1",NA,NA,NA,1,NA,NA
"combogencoo^10350^1",NA,NA,NA,0.2,0.8,NA
"combogencoo^10354^1",NA,NA,NA,1,NA,NA
"combogencoo^10356^1",NA,NA,NA,1,NA,NA
"combogencoo^10377^1",NA,NA,NA,1,NA,NA
"combogencoo^10377^2",NA,NA,NA,1,NA,NA
"combogencoo^10378^1",NA,NA,NA,1,NA,NA
"combogencoo^10378^2",NA,NA,NA,1,NA,NA
"combogencoo^10379^1",NA,NA,NA,1,NA,NA
"combogencoo^10382^1",NA,NA,NA,1,NA,NA
"combogencoo^10384^1",NA,NA,NA,1,NA,NA
"combogencoo^10384^2",NA,NA,NA,1,NA,NA
"combogencoo^10405^1",NA,NA,NA,1,NA,NA
"combogencoo^10435^1",NA,NA,NA,1,NA,NA
"combogencoo^10464^1",NA,1,NA,NA,NA,NA
"combogencoo^10495^1",NA,NA,NA,1,NA,NA
"combogencoo^10503^1",NA,1,NA,NA,NA,NA
"combogencoo^10525^1",NA,NA,NA,1,NA,NA
"combogencoo^10566^1",NA,NA,NA,1,NA,NA
"combogencoo^10567^1",NA,1,NA,NA,NA,NA
"combogencoo^10593^1",NA,NA,1,NA,NA,NA
"combogencoo^10603^1",NA,NA,NA,1,NA,NA
"combogencoo^10617^1",NA,1,NA,NA,NA,NA
"combogencoo^10620^1",NA,1,NA,NA,NA,NA
"combogencoo^10621^1",NA,NA,NA,1,NA,NA
"combogencoo^10629^1",NA,1,NA,NA,NA,NA
"combogencoo^10633^1",NA,NA,NA,1,NA,NA
"combogencoo^10641^1",NA,NA,NA,1,NA,NA
"combogencoo^10642^1",NA,NA,NA,1,NA,NA
"combogencoo^10646^1",NA,NA,NA,1,NA,NA
"combogencoo^10652^1",NA,NA,NA,1,NA,NA
"combogencoo^10671^1",NA,NA,NA,1,NA,NA
"combogencoo^10673^1",NA,NA,NA,1,NA,NA
"combogencoo^10678^1",NA,NA,NA,1,NA,NA
"combogencoo^10682^1",NA,NA,NA,1,NA,NA
"combogencoo^10682^2",NA,NA,NA,1,NA,NA
"combogencoo^10682^3",NA,NA,NA,1,NA,NA
"combogencoo^10686^1",NA,1,NA,NA,NA,NA
"combogencoo^10725^1",NA,NA,NA,1,NA,NA
"combogencoo^10725^2",NA,NA,NA,1,NA,NA
"combogencoo^10726^1",NA,NA,NA,1,NA,NA
"combogencoo^10743^1",NA,1,NA,NA,NA,NA
"combogencoo^10745^1",NA,NA,0.9,0.1,NA,NA
"combogencoo^10746^1",NA,NA,NA,1,NA,NA
"combogencoo^10751^1",NA,NA,NA,1,NA,NA
"combogencoo^10755^1",NA,NA,NA,1,NA,NA
"combogencoo^10761^1",NA,NA,NA,1,NA,NA
"combogencoo^10761^2",NA,NA,NA,1,NA,NA
"combogencoo^10761^3",NA,NA,NA,1,NA,NA
"combogencoo^10765^1",NA,NA,NA,1,NA,NA
"combogencoo^10766^1",NA,NA,NA,1,NA,NA
"combogencoo^10767^1",NA,NA,NA,1,NA,NA
"combogencoo^10771^1",NA,NA,NA,1,NA,NA
"combogencoo^10772^1",NA,NA,NA,1,NA,NA
"combogencoo^10773^1",NA,NA,NA,1,NA,NA
"combogencoo^10774^1",NA,NA,NA,1,NA,NA
"combogencoo^10777^1",NA,NA,NA,1,NA,NA
"combogencoo^10784^1",NA,NA,NA,1,NA,NA
"combogencoo^10805^1",NA,NA,NA,1,NA,NA
"combogencoo^10810^1",NA,NA,NA,0.05,0.95,NA
"combogencoo^10811^1",NA,NA,NA,1,NA,NA
"combogencoo^10812^1",NA,NA,NA,1,NA,NA
"combogencoo^10819^1",NA,NA,NA,1,NA,NA
"combogencoo^10822^1",NA,NA,NA,1,NA,NA
"combogencoo^10836^1",NA,NA,NA,1,NA,NA
"combogencoo^10838^1",NA,NA,NA,1,NA,NA
"combogencoo^10839^1",NA,NA,NA,1,NA,NA
"combogencoo^10869^1",NA,NA,NA,1,NA,NA
"combogencoo^50002^1",NA,NA,NA,1,NA,NA
"combogencoo^50071^1",NA,NA,NA,1,NA,NA
"combogencoo^50099^1",NA,NA,NA,1,NA,NA
"combogencoo^50109^1",NA,NA,NA,1,NA,NA
"combogencoo^50127^1",NA,NA,NA,1,NA,NA
"combogencoo^50201^1",NA,NA,NA,1,NA,NA
"combogencoo^50208^1",NA,NA,NA,1,NA,NA
"combogencoo^50215^1",NA,NA,NA,1,NA,NA
"combogencoo^50225^1",NA,NA,NA,1,NA,NA
"combogencoo^50273^1",NA,NA,NA,1,NA,NA
"combogencoo^50279^1",NA,NA,NA,1,NA,NA
"combogencoo^50290^1",NA,NA,NA,0.5,0.5,NA
"combogencoo^50292^1",NA,NA,NA,1,NA,NA
"combogencoo^50292^2",NA,NA,NA,1,NA,NA
"combogencoo^50293^1",NA,NA,NA,1,NA,NA
"combogencoo^50385^1",NA,NA,NA,1,NA,NA
"combogencoo^50407^1",NA,NA,NA,1,NA,NA
"combogencoo^50449^1",NA,NA,NA,0.2,0.8,NA
"combogencoo^50450^1",1,NA,NA,NA,NA,NA
"combogencoo^50451^1",NA,NA,NA,1,NA,NA
"combogencoo^50458^1",NA,NA,NA,1,NA,NA
"combogencoo^50472^1",NA,NA,NA,1,NA,NA
"combogencoo^50497^1",NA,NA,NA,1,NA,NA
"combogencoo^50498^1",NA,NA,NA,1,NA,NA
"combogencoo^50555^1",NA,NA,NA,1,NA,NA
"combogencoo^50558^1",NA,NA,NA,1,NA,NA
"combogencoo^50560^1",NA,NA,NA,0.2,0.8,NA
"combogencoo^50561^1",NA,NA,NA,1,NA,NA
"combogencoo^50572^1",NA,NA,NA,1,NA,NA
"combogencoo^50611^1",NA,NA,NA,1,NA,NA
"combogencoo^50629^1",NA,NA,NA,1,NA,NA
"combogencoo^50630^1",NA,NA,NA,1,NA,NA
"combogencoo^50632^1",NA,NA,NA,1,NA,NA
"combogencoo^50648^1",NA,NA,NA,1,NA,NA
"combogencoo^50650^1",NA,NA,NA,1,NA,NA
"combogencoo^50657^1",NA,NA,NA,1,NA,NA
