User description of input file for big lakes,,,,,Note: The minimum heat loading and input wind coefficient values should be on Row 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,600,1269,12063029,10891335,11521661,8091530,11964016,11500338,11766184,11837123,11418703,8061528,11666302,12040599,-5.88,-9.97,-0.21,6.34,13.07,17.12,18.59,18.1,16.94,9.34,4.83,3.13,-5.1,-9.65,2.18,10.34,16.58,20.58,22.76,22.07,20.81,12.77,7.25,4.35,1.9,1.7,6.4,13.3,19.4,21.4,24.2,25.4,23.2,15.8,10,7,10,10.5,9.5,10.7,10.1,8.1,7,7.2,7.3,10.3,11,11.4
6026,708,1029,11719466,5462286,8397696,11302759,11228089,10884057,11298526,9611554,10860219,11628113,11317418,11677837,-5.96,-10.1,-0.28,6.31,13.06,17.11,18.59,18.06,16.91,9.31,4.77,3.11,-5.22,-9.84,2.08,10.27,16.53,20.56,22.66,21.93,20.7,12.69,7.14,4.3,1.9,1.6,6.6,13.6,19.5,22,24.7,26.5,24.7,16.5,10.7,7.2,10,10.5,9.4,10.7,10.1,8.1,6.9,7.1,7.2,10.2,11,11.4
6035,756,100,12674,62320,31593,0,0,83941,337951,116605,166889,0,1741,0,-7.16,-11.31,-1.71,5.45,13.08,16.23,17.83,17.44,16.23,8.73,4.82,3.17,-6.12,-10.81,0.64,8.89,16.92,19.59,21.85,21.37,19.98,11.85,7.31,4.44,0.5,0.3,1.6,6.5,13.1,17.9,21.1,21.8,20.4,13.2,8,5,9.4,8.8,9.2,9.2,8.1,7.6,6.2,6.9,6.5,9.3,9.2,9
6042,52,4000,1142867,1179299,1900536,2935195,3102038,2521919,3017894,3217280,3261655,3526622,2862440,1855897,14.19,12.69,18.92,21.57,21.63,23.92,24.63,24.94,24.49,21.57,20.77,19.66,17.13,15.59,22.47,25.24,26.66,28.13,28.26,28.5,28.09,25.55,24.1,22.35,19.2,18.4,24.4,27.9,28.5,30.9,31.3,31.1,30.4,26.6,24.9,22.6,8.2,8.9,7.8,7.8,8.4,6.9,7.4,7,6.9,8.1,8.8,8.6
6073,51,1200,358194,511623,167508,1296934,2239250,2261842,2659889,2650878,1207612,266101,541221,227248,7.19,6.55,15.48,19.19,20.66,23.7,24.96,23.95,21.75,17.55,15.41,14.72,9.73,9.16,17.96,21.34,23.57,26.81,28.62,27.55,25.11,20.72,17.52,16.15,11.1,11.7,16.6,21.8,24.6,28.4,30.3,30.7,29,24,19.2,16.4,6.9,7.8,6.6,5.9,5.6,4.4,4.1,4.5,4.3,6.3,6.8,7
6077,3134,217,4235507,3939120,3846552,2754912,2606701,3983026,4432549,3831686,3582676,3444228,3392630,3684531,-4.83,-4.43,1.63,6.94,10.67,17.78,18.88,17.72,15.75,8.22,1.19,-2.78,-2.06,-1.85,6.81,10.78,13.66,21.78,23.88,21.82,20.95,12.7,4.07,-0.84,0.7,2.1,6.7,11.5,15.1,20.1,19.9,18.4,17.3,14.1,7.8,3.8,9.5,9.6,9.4,11,11,8.2,7.9,7.9,7.9,8.8,9.2,9.4
6095,935,5400,3150886,3075134,2254198,3432766,1844329,3208222,3698912,3599717,2599917,2567735,298895,602125,-0.52,-1.46,6.92,12.42,16.03,21.64,23.33,20.88,19.61,12.13,7.59,4.22,2.2,1.73,10.57,16.39,18.91,26.64,28.14,25.88,24.83,16.97,10.59,6.49,4.5,5.5,11.4,16.9,19.4,25.2,27.4,25.8,23.3,17.5,11.9,7.4,7.8,9.5,7.8,10.2,9.3,8.6,8.4,7.7,8.8,7.3,10.2,9.2
6098,1130,350,1372626,1242489,0,0,0,0,0,1131259,978210,1065470,1005406,1072111,-8.25,-12.26,-0.97,4.37,9.76,16.24,18.32,17.05,14.91,6.97,1.19,-4.9,-7.7,-11.77,1.46,8.67,12.72,20.01,21.95,20.13,18.56,10.55,3.47,-4.43,0.8,0.5,2.7,9.3,15.7,21.2,24.7,23.2,21,12.6,4.7,1.5,12.1,11.9,12,12.7,11.8,8.8,9.1,9.2,9.5,11.1,11.5,10.9
6106,696,1250,123372,5,5,5,416,1379039,1644647,1841043,1730181,1738000,1572846,1934346,1.54,4.43,6.36,6.1,11.43,14.54,15.37,14.41,11.15,10.15,2.52,1.91,2.67,6.71,10.01,10.58,17.1,23.85,25.23,23.32,17.2,14.02,4.5,3.19,4.1,5.5,7.4,9.3,12.3,16.6,19.2,19.6,16.7,13.5,8.6,4.8,3.5,5.1,5.7,6.4,5.7,6.7,6.3,5.9,5.1,5,5.4,6.3
6113,412,2950,7355146,8551142,6543000,5967330,5436073,7034883,7398685,7821524,6760231,6114427,5484834,7338371,-2.1,-5.58,3.55,10.46,16.05,20.41,21.88,19.56,17.51,11.09,7.24,6.11,-0.54,-4.42,6,14.1,19.69,23.81,25.15,23.1,21.68,14.82,9.83,7.8,3.8,3.1,7.6,14.6,20.1,24.7,25.8,26.9,25.3,18.4,13.1,8.9,8,9.4,7.6,8.5,7.9,7.1,5.9,4.8,5.2,7.4,7.3,8.8
6127,435,1000000,4610527,4293149,4746741,4586902,4738908,4559547,4691721,4680033,4538223,255643,0,4287119,3.11,1.38,9.52,14.16,17.62,21.74,22.67,21.72,19.96,13.96,11.28,12.11,6.03,4.68,13.55,18.14,22.47,27.38,28.48,26.99,23.48,17.1,13.67,14.49,7.7,7.1,13,18.4,23.3,28.2,28.8,28.7,25.3,18.5,14.8,13.2,4.9,5.9,5.6,5.6,4.5,5.1,5.2,4,4.4,4.3,3.7,4
6139,347,1365,4094285,3639737,2489976,1973433,1894160,3784155,3699112,3947705,3837657,2535169,2211911,1886655,3.72,3.8,11.02,15.97,19.66,23.11,24.24,22.29,20.65,15.57,12.02,10.18,6.89,6.67,13.21,19.18,22.81,27.37,29.8,28.68,26.55,20.8,14.75,12.5,8.7,9.6,14.2,20.7,23.4,26.5,29,28.4,26.4,21.6,16.5,12.4,7,7.9,6.5,8.3,7.6,6.6,7.9,6,5.3,6.4,6.7,7.6
6139,347,1365,4135642,3676502,2515128,1993367,1913293,3822378,3736476,3987581,3876421,2560777,2234254,1905712,3.72,3.8,11.02,15.97,19.66,23.11,24.24,22.29,20.65,15.57,12.02,10.18,6.89,6.67,13.21,19.18,22.81,27.37,29.8,28.68,26.55,20.8,14.75,12.5,8.7,9.6,14.2,20.7,23.4,26.5,29,28.4,26.4,21.6,16.5,12.4,7,7.9,6.5,8.3,7.6,6.6,7.9,6,5.3,6.4,6.7,7.6
6145,837,1365,11857700,10703427,11828001,11436461,11795448,10942175,11681954,11648673,11308970,6316019,8813637,11837855,3.27,4.4,10.51,15.74,19.15,22.52,23.33,22.12,20.7,15.22,10.79,7.71,6.76,7.43,13.42,18.73,22.01,27.58,29.71,30.02,27.52,21.09,14.06,10.99,8.6,11.1,14.5,20.6,22.9,27.4,29.2,29,27,22.4,16.9,12.4,7,7.9,6.7,8.3,8.4,6.7,8.2,6.2,6.3,6.5,7.6,7.1
6179,360,2400,3824239,2687720,3279551,3358334,4454943,5316527,5773545,5396248,5143260,3582809,2813648,2792514,5.73,7.41,12.6,18.05,20.99,23.31,24.05,23.21,21.75,17.31,13.38,11.04,8.54,10.18,16.83,21.34,23.87,27,29.21,29.87,27.65,23.04,16.26,13.71,12.7,14.7,17.7,22.3,25.1,26.9,29.3,29.8,28.1,24.2,19.7,16,5.9,7,6.1,6.1,6.9,4.4,6.2,4.1,2.7,5.2,5.6,5.7
6190,111,3500,2495744,2758953,2158478,2349911,2698898,1783358,3497150,3558396,3309268,2075670,984295,2328967,5.43,5.61,13.48,18.18,20.92,23.44,24.7,23.09,21.53,16.57,14.61,12.79,7.96,8.5,15.82,20.82,24.14,27.28,28.09,28.54,26.43,21.24,17.1,15.15,12.6,13.1,16.6,23.4,26,29.8,31.2,31.2,29.3,24.1,20.1,17.3,5.5,6.4,5.8,6.1,5.7,4.8,4.6,4.1,3.7,5.7,5.8,6.9
6243,350,850,53612,18408,87654,86151,53111,88644,92999,98133,87540,35962,85825,85402,5.96,7.68,12.87,18.36,21.15,23.49,24.39,23.43,21.92,17.52,13.87,11.89,8.66,10.37,15.4,21.53,24.3,27.49,29.44,29.67,27.22,23.03,16.6,14.31,10.6,12.3,15.4,21.7,24,26.7,29.4,29.8,28.2,24.3,19.3,15.7,6.8,8.2,7.1,7.4,8.1,5.3,7.3,5.4,4.7,6.5,7,6.7
6249,20,400,1522739,1542533,353514,885689,1169012,1401064,1601894,1500089,941894,71255,380738,227457,5.27,3.19,11.09,15.82,18.92,23.34,24.02,23.27,21.73,16.19,13.73,14.09,8.39,6.16,14.21,18.97,22.48,27.68,28.25,26.89,25.09,19.05,16.27,16.35,9.8,8.1,13.7,19.8,23.7,29.1,30.1,29.3,26.6,20.1,16.9,15.3,7.1,8.7,8.3,8.2,7.8,7.9,7.4,6.2,7.2,7.5,6.2,6.5
6251,72,7972,12736126,11470564,12005561,6093302,10491511,11955928,12281257,12260046,11935668,9552232,6080583,7552485,8.27,10.44,15.22,20.53,23.16,24.69,25.79,25.23,23.65,20.46,16.84,14.43,10.25,12.39,16.8,22.51,25.4,27.94,29.82,29.24,26.69,23.69,19.08,15.94,13.3,15.6,18.4,23.4,26.3,28.8,30.1,30.5,28.7,25.2,21,17.4,8.2,9.2,8.5,8.9,10.4,7.7,8.5,6.7,5.8,7.7,8.1,8.1
6648,475,980,2079249,1996936,2043862,1229683,1724071,1914674,1818390,2020863,1942024,1961151,1715030,1605649,5.74,7.42,12.6,18.05,20.99,23.31,24.05,23.22,21.75,17.33,13.38,11.05,8.58,10.21,16.75,21.36,23.89,27.03,29.24,29.92,27.69,23.08,16.27,13.73,11.7,13.6,16.9,21.3,24.4,26.8,29.1,29.6,27.8,23.8,19.3,15.2,6.2,7.3,6.4,6.9,7.3,4.8,6.9,5,4.5,5.8,6.2,5.8
6761,5690,505,921808,848294,953086,972023,970335,953439,1018662,1014673,973734,118039,114959,974896,-2.57,-2.71,1.68,4.32,8.18,15.03,14.93,14.34,11.7,7.59,-1.16,-3.85,0.82,0.81,6.89,8.99,11.2,20.66,22.17,22.73,20.1,13.03,3,-1.59,2.3,2.9,5.2,6.9,8.3,13.3,15.6,16.3,13.8,10.2,5.6,3.4,12.1,12.6,11.4,11.1,10.7,9.7,9.6,9.7,9.7,10.2,12.2,12.5
7302,164,943,2221912,1823818,1513353,1449008,2020307,2575237,2953732,2858461,2827617,2494514,2331808,2671599,13.72,12.51,18.79,21.38,21.52,23.85,24.57,24.76,24.33,21.25,20.58,19.55,16.95,15.71,22.92,25.81,27.19,28.57,28.57,28.42,28.13,25.34,24.02,22.37,20.4,19.6,24.7,27.5,28.3,30.9,31.1,31.2,31,25.8,24.5,22.5,7.2,7.7,6.7,6.1,7.1,5.1,5.3,4.8,5.1,6.3,7.3,7.2
7380,127,694,620084,694681,770486,493745,333591,631343,628129,728796,659692,333,0,0,14.05,12.71,18.87,21.5,21.63,23.87,24.62,24.83,24.43,21.46,20.68,19.63,17.05,15.71,22.63,25.42,26.8,28.3,28.39,28.4,27.99,25.3,23.99,22.24,21.1,20.4,25.5,28.2,28.8,31.3,31.5,32.1,32,26.1,24.7,22.7,7.6,8.1,7,6.4,7.6,5.4,5.9,5.3,5.4,6.7,7.7,7.7
7512,515,1350,312547,389158,627153,502852,599210,615964,640847,646548,616387,606749,326737,56295,6.38,8.41,13.21,18.51,21.53,23.36,23.93,23.48,22.18,18.29,14.2,11.31,9.51,11.88,16.01,21.93,24.7,27.46,29.71,30.7,28.93,24.56,17.58,14.65,16.5,18.7,19.5,23.7,24.9,27.5,29.3,29.9,28.6,24.8,21,17.8,6.8,7.9,6.8,7.6,9.4,6.6,9.4,6.8,6.4,7.4,7.1,6.4
7902,350,1242,2346628,1883269,2540741,2017872,2250452,2171611,2562462,2558752,2412627,156053,1500427,2064127,4.15,4.43,11.48,16.49,19.99,23.16,24.25,22.51,20.9,15.89,12.54,10.71,7.25,7.31,13.81,19.89,23.35,27.62,30.05,29.2,27.03,21.3,15.52,13.17,9.3,10.2,14.8,20.9,23.9,27.2,29.4,28.8,26.8,22.3,17.5,13.3,6.6,7.8,6.3,8,7.3,6.5,7.5,5.5,4.9,6,6.3,7.4
8023,804,470,1296909,924624,940421,715001,892630,1440298,1540776,1490579,1481201,1277305,696574,1033885,-7.45,-12.28,-1.31,5.01,12.18,16.16,17.88,17.37,16.14,8.04,3.5,0.95,-6.66,-11.9,1.18,8.82,15.67,19.45,21.22,20.7,19.36,10.7,5.53,1.75,1.1,0.4,3.3,9.6,15.8,19.5,21.7,20.8,19.2,12.6,7.2,3.6,7.6,8.4,7.8,9.1,8.7,6.3,5.7,6.2,6.4,7.9,8.9,8.8
8023,804,470,2593817,1849248,1880843,1430002,1785261,2880596,3081552,2981158,2962402,2554611,1393148,2067771,-7.45,-12.28,-1.31,5.01,12.18,16.16,17.88,17.37,16.14,8.04,3.5,0.95,-6.66,-11.9,1.18,8.82,15.67,19.45,21.22,20.7,19.36,10.7,5.53,1.75,1.1,0.4,3.3,9.6,15.8,19.5,21.7,20.8,19.2,12.6,7.2,3.6,7.6,8.4,7.8,9.1,8.7,6.3,5.7,6.2,6.4,7.9,8.9,8.8
8059,1115,205,186621,71021,362234,449360,83748,0,203743,43220,173,0,0,0,1.13,1.35,8.29,13.85,17.04,21.54,22.9,21.38,19.76,13.36,8.55,4.81,4.61,4.88,11.58,17.03,20.23,26.73,28.74,28.04,26.41,18.8,11.68,7.76,5.6,7.8,13.5,18.9,21.1,25.8,28.1,27,24.9,19.3,12.7,8.2,8.9,11,8.2,10.6,10,8.6,8.8,8.3,9,8.6,10.3,9.3
10333,185,200,0,103371,131421,159619,272671,247878,403923,549274,512059,434511,493142,291375,12.34,11.06,17.73,20.65,20.84,23.46,24.26,24.44,23.78,20.12,19.67,18.72,14.98,14.04,21.38,24.37,25.88,27.7,27.95,27.92,27.12,23.84,23.14,21.64,18.1,16.4,22.8,25.8,27.5,30.5,30.7,30.3,28.9,25.8,23.9,21.9,6.7,7.5,6.2,6.1,6.5,5.2,5.3,5.1,5.2,6.3,6.7,6.8
10593,18,26,70135,66344,73112,67567,71718,63281,64784,69922,58116,72070,68508,59508,6.74,7.8,14.71,19.14,21.82,23.91,25.14,23.77,22.44,17.87,15.64,13.44,9.15,10.28,17.14,21.57,24.96,27.62,29.31,28.62,26.46,21.99,18.26,15.52,10.6,12.9,17.8,22.4,25.5,28.6,30.7,30.6,28.9,25,20.3,17.2,8.1,8.6,7.2,7.1,7.7,5.7,5.2,5.1,5,7.7,7.8,8.1
10745,600,800,844577,887124,818029,681910,833322,814940,803512,672167,710155,976051,1107534,1057310,-7.94,-12.5,-2.59,4.53,12.33,15.51,17.17,17.05,15.81,8.11,4.16,2.45,-7.24,-12.45,-0.55,7.82,15.86,18.57,20.94,20.57,18.87,10.65,6.6,3.67,0.3,0.3,1.8,8.6,16.3,19.9,22.7,22.5,20.2,12.5,7.7,4.4,10.6,10.4,10.2,10.4,9.6,8.4,7.3,7.5,7.1,10.4,10.4,10.5
10810,10,1000000,0,0,0,0,0,0,0,0,0,0,0,41506,11.02,12.76,13.5,13.31,13.8,16.83,18.54,19.46,20.2,18.57,11.32,9.69,15.91,17.18,19.1,18.6,17.66,20.49,22.45,24.09,25.03,23.41,17.21,14.19,15.7,17.2,16,17.8,18.2,20.8,22.9,23.8,23.3,20.3,16.8,16.8,3.2,4.8,4.8,5.9,6.7,5.9,5.5,5.2,4.9,4.8,5.1,4.9
10810,10,1000000,0,0,0,0,0,0,0,0,0,0,0,830125,11.02,12.76,13.5,13.31,13.8,16.83,18.54,19.46,20.2,18.57,11.32,9.69,15.91,17.18,19.1,18.6,17.66,20.49,22.45,24.09,25.03,23.41,17.21,14.19,15.7,17.2,16,17.8,18.2,20.8,22.9,23.8,23.3,20.3,16.8,16.8,3.2,4.8,4.8,5.9,6.7,5.9,5.5,5.2,4.9,4.8,5.1,4.9
50949,116,759.2975207,103746,116769,164400,191422,329955,239072,228830,269240,174575,308029,407238,277802,14.05,12.71,18.87,21.5,21.63,23.87,24.62,24.84,24.43,21.46,20.68,19.63,17.06,15.71,22.62,25.42,26.8,28.3,28.39,28.4,27.99,25.3,23.99,22.24,21.1,20.4,25.4,28.2,28.8,31.3,31.5,32.1,32,26.1,24.7,22.7,7.6,8.1,7,6.4,7.6,5.5,5.9,5.3,5.4,6.8,7.7,7.7
52071,465,2856,1622260,1400616,1291311,874935,381835,1433495,1592475,1480291,1717313,1571295,244781,941291,5.74,7.42,12.6,18.05,20.99,23.31,24.05,23.22,21.75,17.33,13.38,11.05,8.58,10.21,16.75,21.36,23.89,27.03,29.24,29.92,27.69,23.08,16.27,13.73,11.7,13.6,16.9,21.3,24.4,26.8,29.1,29.6,27.8,23.9,19.3,15.2,6.2,7.3,6.4,6.9,7.3,4.8,6.9,5,4.5,5.8,6.2,5.8
52071,465,2856,2027825,1750770,1614139,1093669,477294,1791869,1990594,1850363,2146641,1964118,305976,1176614,5.74,7.42,12.6,18.05,20.99,23.31,24.05,23.22,21.75,17.33,13.38,11.05,8.58,10.21,16.75,21.36,23.89,27.03,29.24,29.92,27.69,23.08,16.27,13.73,11.7,13.6,16.9,21.3,24.4,26.8,29.1,29.6,27.8,23.9,19.3,15.2,6.2,7.3,6.4,6.9,7.3,4.8,6.9,5,4.5,5.8,6.2,5.8
56806,28,2750,69758,184632,278868,294639,66257,402906,552345,417780,213059,409418,258495,276689,7.75,9.67,14.74,19.79,22.42,24.07,25.13,24.13,22.79,18.87,15.74,13.74,10.32,12.08,17.44,22.66,25.42,28.15,30.04,29.56,26.89,23.55,18.41,16.08,10.8,13.5,16.6,22.1,24.8,27.9,30.1,30.8,29,24.8,19.6,16.3,7.6,8.6,7.3,7.6,8.5,5.8,6,5,4.8,7.2,7.4,7.6
58215,88,1811,1441517,1249797,1444339,968625,1434006,1298196,1355521,1370579,1366066,733610,1087824,1391670,2.51,-0.34,7.74,13.21,17.68,22.24,23.01,21.4,20.51,13.8,11.48,12.17,5.2,2.33,11.17,16.65,21.51,26.52,27.19,25.71,23.8,16.62,13.83,14.03,7.8,6.2,10.6,16.9,21.8,27.1,28.3,27.6,25.6,18.9,15.8,13.7,6.2,8,6.9,6.8,6.2,6.2,5.9,4.7,6.1,6.8,4.9,5.5
58518,558,4,0,0,0,0,0,0,0,0,0,0,0,97582,1.97,0.08,8.24,13.01,17.12,21.11,22.01,20.9,19.03,12.82,10.09,11.1,4.87,3.19,12.33,16.82,21.65,26.53,27.61,26.14,22.96,15.98,12.75,13.25,8.4,6.3,10.6,16.2,21,25.7,27.4,27.7,26.3,19.5,16.2,13.7,5.5,6.9,6.3,6.1,5.2,5.1,5.3,4.6,5.7,6.4,5,5.1
58697,10,2569,832864,744430,840704,652827,796290,834897,866862,857395,858005,532332,577099,656290,5.15,2.2,9.97,14.9,18.39,23.27,23.94,22.87,21.76,15.88,13.43,14.4,7.69,4.84,12.97,17.73,21.65,27.26,27.97,26.23,24.87,18.61,15.86,16.31,9.5,7.8,12.7,18.9,23.2,28.3,29.1,28.3,26.3,20.4,17.3,15,7.8,9.4,8.8,8.4,7.8,7.4,7.8,5.6,7.5,7.5,6.2,6.6
